h,a,y,relative_error
0.5625,8.99826e0,0.1434438494725273131698437642366377026768004107700999186702976769468370307818602656475675695250403883381042731655356412586950720562554258403429883030676,1.00085e-8
0.5625,1.16033e1,0.1434438509080389831212132921138633317799792344835238822053762387119620971474201645126594168265022073107859122946368998645957798049169296821764886520757,1.00121e-12
0.5625,1.37743e1,0.1434438509081825868938855669798852752569767773202039114886773124337084447209708062916489436490012572382732606360187720678579001124717824581279213082955,1.00085e-16
0.5625,1.56710e1,0.1434438509081826012490921597206551444945191253449678606835163532135082535947996746608709233438419444296570095985649201571319558267993123043337628377291,1.00016e-20
0.5625,1.73746e1,0.1434438509081826012505266834369016343764972486968218322004402001890003653867955073768490095806542817970881453514413207078528896109514351488262432209282,1.00226e-24
0.5625,1.89340e1,0.1434438509081826012505268271898950238048160058568652537111348157141541207810993243498928453688292745860004362084819537684544575586217970676854520738799,1.00214e-28
0.5625,2.03802e1,0.143443850908182601250526827204268632497484435324146356099921756595564671726386772463169026248540834508549232111424066556097932794389225725175976795535,1.00075e-32
0.5625,2.17339e1,0.1434438509081826012505268272042700678634985025423668400009366664141144073809774460391798423586637456386140979085262305659262420269761035191016950812894,1.00170e-36
0.5625,2.30113e1,0.1434438509081826012505268272042700680071716309051004294681174807401139063628155416308756353787809825593362781287909706321241723370587732536898071211965,1.00090e-40
0.578125,8.76647e0,0.1407949309979256212955058394809522847550413698141137807604753399423686883053879877173303652080415299072126417389901351462324624497961494612138352147864,1.00031e-8
0.578125,1.12990e1,0.1407949324061745105894331354625713158715282840881096879150175082560419335121410557173663121644854254399228061315058787849602129978682177872834426373477,1.00052e-12
0.578125,1.34101e1,0.1407949324063153641602688041079533386554232646029495801811988469571197116640176075619403649171720443785775274901315305692284759248720733999219843852206,1.00001e-16
0.578125,1.52542e1,0.1407949324063153782384610731792939410313995119977394535118287577006567174784164929074530436383993401658912750485507650144532610872479290665572268898873,1.00133e-20
0.578125,1.69113e1,0.1407949324063153782398707532508064253632903125323054620989934017345067888303004088149690260896254814903528307801732687151005929145314738219584612787829,1.00230e-24
0.578125,1.84282e1,0.1407949324063153782398708943559623006486329197479087794425761544474452074241966135287478907888202165188547589432199906417001948124823628456488321524215,1.00176e-28
0.578125,1.98349e1,0.1407949324063153782398708943700651126792116163453002565296898487794786213274733096784286574548268794047695509552520098379112248882361985677447268363662,1.00053e-32
0.578125,2.11516e1,0.1407949324063153782398708943700665212391564039797091418694171761680696088162325249274943907500038415676669052922220787844839945988325232768240553010543,1.00218e-36
0.578125,2.23940e1,0.1407949324063153782398708943700665213802441083246792237220362071243414497229129016670407831070184764212691966702273095821483463962655360047949025374479,1.00255e-40
0.59375,8.54646e0,0.1381698325092342661393209821251830623311048080344980019776031926363042762343722399027615810208598698141136081776807453149014175910610352852086491905022,1.00030e-8
0.59375,1.10103e1,0.1381698338912146919665521078287872673121409928097808098571946555687506813547885097280226941298182256913797836985107667837682954555984723251450770489646,1.00069e-12
0.59375,1.30646e1,0.1381698338913529435813156862968475760230240145476681936419688765461873516326299731481614884168741146678795074146953605213517338878712685569818507772918,1.00033e-16
0.59375,1.48594e1,0.1381698338913529574014149415837627312428332526242721901989777027811798464085461806511526510633432870450512129693259737636615338774300890767102741646444,1.00169e-20
0.59375,1.64725e1,0.1381698338913529574027988302670614491856620567975360961040883536644628213503210708451353312663312099417400185632741475940648104315300805227867215636918,1.00154e-24
0.59375,1.79490e1,0.1381698338913529574027989686357423400375315095659704535463807631572201309333894986188135974133389206230250586364334258106391406730923987435681588991438,1.00057e-28
0.59375,1.93178e1,0.1381698338913529574027989686495657577161355251624048514273451601944969253069625526353031567713969227497506193530535836250399840270765845803249517694518,1.00238e-32
0.59375,2.05999e1,0.1381698338913529574027989686495671425650842634371462692413606317335840442870913240329047858586410635061650773430440392610788253036824517062511150129548,1.00185e-36
0.59375,2.18096e1,0.1381698338913529574027989686495671427034965196238989369317150109664567589386459983812314849720837925079548425956544037977076217021003819147642281462986,1.00017e-40
0.609375,8.33734e0,0.1355689748485290079211371044614687134935436584411022380091839121540660644011891496155143026638989901980904043829536309312426022664943117479297295481127,1.00087e-8
0.609375,1.07364e1,0.13556897620525616644573540005576889023284625528901871321457529340093747684389535585614037376086208035143943381052674746351895460588672098210877869319,1.00008e-12
0.609375,1.27364e1,0.1355689762053917324388435817960215393613219884537012505528738605847756665093023113529976180624350377518794911589641751958318949552208935226873537694793,1.00185e-16
0.609375,1.44848e1,0.1355689762053917460194783578800631314839092821178026231008724566452360628080182284816546384254197080647155768180022456894063766262096716298581666985164,1.00127e-20
0.609375,1.60561e1,0.1355689762053917460208356271688805125869307147757762510542937939596912397018024820323687566744949716685359268285121764294881150734054600970481632658003,1.00000e-24
0.609375,1.74940e1,0.1355689762053917460208357627246568786173304418651610941627737341038191556349484148321277789127930576874462207259444019852160036230899748673211298679125,1.00128e-28
0.609375,1.88277e1,0.1355689762053917460208357627382297401279010125571637445637171605252559688374474048827079640124758183233540759409435552017784934461371447554592463593629,1.00059e-32
0.609375,2.00765e1,0.1355689762053917460208357627382310964834654075735261400295585247243754514502538439067375597244350385652355732404291194330873904867351948273094584983339,1.00076e-36
0.609375,2.12548e1,0.1355689762053917460208357627382310966191241861564065604806535364218038446106591146542994637061593027062484436362490154422146036700587360392865560715384,1.00024e-40
0.625,8.13867e0,0.1329927631935461992047428664774885382994558872580785566849719197675898169123249620443472794380227461751201494870095623925564406724026448300897235462359,1.00066e-8
0.625,1.04758e1,0.1329927645242172179493968211374369301775926679735866511577021395597601861895788697934138557415199325094492656599409043430704610297060385538329963607207,1.00042e-12
0.625,1.24250e1,0.1329927645243502528473330934622610404330874454389248859652779548089893393795276298821719947564215636458486787356267002608913316696979889026664528555851,1.00064e-16
0.625,1.41289e1,0.1329927645243502661538401994560613357828610491027239446394088037596402254506932235003664177466727727781992298393672845679402798319336485058354678774414,1.00011e-20
0.625,1.56602e1,0.1329927645243502661551701340738756031882596126151255043865825635278651271964669022923759498721394474091451944565712841325220679410988375345147595130072,1.00019e-24
0.625,1.70617e1,0.1329927645243502661551702670790672036899445037485789650316285106245908193724028183300554214117429108651879632829972851633294844238635194282601834241547,1.00126e-28
0.625,1.83617e1,0.1329927645243502661551702670923818497448769998686682468789096251562829872308369545025379176073448159179257743575052644827497858350007506310437525226509,1.00094e-32
0.625,1.95789e1,0.1329927645243502661551702670923831807855413115953073617877943827531138423928899456374995063708452100253983365702225299513127545370439466041429729453476,1.00199e-36
0.625,2.07273e1,0.1329927645243502661551702670923831809187853199235253488368610240389863873528267196419022234378985420573624990430974991875674791177102672408547447811607,1.00281e-40
0.640625,7.94931e0,0.1304415869033524412692317561952034256820671133075062863596258718897605228383122370888034676841740446691399117983183094914162086925020506599074646809563,1.00110e-8
0.640625,1.02279e1,0.1304415882090684214468773639289144969946982199105768664638254601094308379698357880940443657492734926022061707310652163032442476608957537335544139973568,1.00004e-12
0.640625,1.21284e1,0.1304415882091988548897254457825018670584903134009350790259544595752698425475369556198508235813625878647519184606554915238283522075750803360599476615661,1.00071e-16
0.640625,1.37900e1,0.1304415882091988679418986649417930625900005020925077943192137397226024337381431863096082642027539604662089426518714025930255607588360698641280773849384,1.00048e-20
0.640625,1.52832e1,0.1304415882091988679432035729871027799408513364185361066593051217969401053910840104868293038624581780482145005876141951114852612806222436600921329796531,1.00215e-24
0.640625,1.66505e1,0.1304415882091988679432037036958492021188258519561836260075651599914909316217848575437363296668407305396716673378554218866605718929804970138916550182308,1.00053e-28
0.640625,1.79184e1,0.1304415882091988679432037037088990151851264554605095919471802242623256192352444103089709781235223734252746649791947195556059691090696974078675933759365,1.00058e-32
0.640625,1.91056e1,0.130441588209198867943203703708900320232839219795324622881166992620290128809197246668009281427553195557411176874511765704290566620469467535410151404119,1.00252e-36
0.640625,2.02260e1,0.1304415882091988679432037037089003203635964330152052406149198383185414844498491844194156147157084536131887528044594124009157181071544536986454276668659,1.00146e-40
0.65625,7.76897e0,0.1279158193937425244436206657020062963777446199121120055777037801681251635607791450195682029151004590007612444199964563354968517325707832935176374740394,1.00083e-8
0.65625,9.99144e0,0.1279158206738389617145624039772615541367742481810185976218390926184668340509835338087110360805243252209425610612416815926034342740154538041515436628367,1.00068e-12
0.65625,1.18460e1,0.1279158206739669516008189117402602631094229662418874091766427224058062071966060286935057777593777803451442698603041109702243119808563060639809715495828,1.00011e-16
0.65625,1.34673e1,0.1279158206739669643924794851914630578271138431530782415078184220914507436640546964269569810019094205891510229013245640838992162328849232497587242835276,1.00018e-20
0.65625,1.49245e1,0.1279158206739669643937587401748528812839166635061895619622580003170468923276569064347160467336048812235910985347782056250169752570467430145257896002552,1.00096e-24
0.65625,1.62586e1,0.1279158206739669643937588682012545679758328440506033900689217635110980250337997333083630068971514290922609935142246717514090262659398770198754770970228,1.00182e-28
0.65625,1.74959e1,0.1279158206739669643937588682140681055592070609320642278951748409926344517641180749717983324109824140889237236174795483873220232662733789887438053906425,1.00243e-32
0.65625,1.86548e1,0.1279158206739669643937588682140693877026520052007883472735358051437903571480438377146104842559367266388793552339025349696486363054741163623235308417465,1.00238e-36
0.65625,1.97481e1,0.1279158206739669643937588682140693878308598541625305423840012280752922059278941676050580874893784663643657835317902278905469520941598540414715206653168,1.00267e-40
0.671875,7.59666e0,0.1254158180147649136097242486340459095700000114233101762273037959719508349375735980558568938881393897787161109774498075093435486924421046096279940739543,1.00128e-8
0.671875,9.76599e0,0.1254158192704016013690268457740749153680171972381271174857859247205978755305394586475483421351133385335386527505995722747873249622916191067620993807199,1.00066e-12
0.671875,1.15763e1,0.1254158192705270879020983909060102641344404880539877703037643432735425717246531567318149114401982200861572462341564332733965060811984393799185634903946,1.00084e-16
0.671875,1.31592e1,0.1254158192705271004529358718057342891211206303105226028770195821630025189962981767717907898858262939791698141792439159273685498762517840330430431942871,1.00147e-20
0.671875,1.45821e1,0.1254158192705271004541917468096315162601381278247213979678040663808587359697453017474330125246082828136414561229070695006362266304034360126611958060723,1.00161e-24
0.671875,1.58848e1,0.1254158192705271004541918724143203213213494961890761182524347537776787341590860224870466679156000558193965464911943964722055852307079062159828056088702,1.00246e-28
0.671875,1.70934e1,0.1254158192705271004541918724268915077433219606002912422069035038049885035539762681443928936294059907310050711933955682872502328938030757391586561153298,1.00077e-32
0.671875,1.82249e1,0.1254158192705271004541918724268927627467781228604031314131155395193844361851433920089306527930819628845006625011772880607154251459290912214003663454498,1.00161e-36
0.671875,1.92929e1,0.1254158192705271004541918724268927628723831457879524557264930726229735202649685503105422348087435808237447959390716081016848833206550265251150446368611,1.00001e-40
0.6875,7.43217e0,0.1229419239593821270405759266078755971216951394329130945517759658577626807541998615490259414597841280271551253331660403800405765885358713595291564803643,1.00108e-8
0.6875,9.55078e0,0.1229419251900077826518428264179148711747626391466531363403780651764483076867690981197942172371784583228832589313105850197311490088683515904417942420444,1.00002e-12
0.6875,1.13189e1,0.1229419251901307146083904971041704965833730508246411635327359438954086706482987888569319247250881263933738299042556519136456438486989173290660882949737,1.00095e-16
0.6875,1.28651e1,0.1229419251901307269130084896339100396613244082368674467874074239692101366151169941493304919505031174253198723067159097221597040090169722088137476427633,1.00215e-20
0.6875,1.42553e1,0.1229419251901307269142404235566328049833383509377211412744393184120876870105551674447883485715800253175970007663509318391735531499800992820262102154219,1.00163e-24
0.6875,1.55281e1,0.1229419251901307269142405466869292647274665420045665523972082420749933353130228082009563131206744786001228179535779429795586810141032572301373364321614,1.00249e-28
0.6875,1.67088e1,0.1229419251901307269142405466992528486998007770038674945999882134843758167322554557100737211801692227489813018269176807252316899333312182930847256455794,1.00137e-32
0.6875,1.78146e1,0.1229419251901307269142405466992540796839412832474846820144194462426604366199048822581674807135528458399160986034488474203716217291687082055346226842003,1.00022e-36
0.6875,1.88576e1,0.1229419251901307269142405466992540798068984204549625529753197716548880003294970548525215402325274352891622911850806458033249467554076153513887250707664,1.00320e-40
0.703125,7.27500e0,0.1204944621763813155995532232856938394710073614828645305969994061110637217877115840890858933015686442424641773551892561886933563438288108437773298535281,1.00027e-8
0.703125,9.34479e0,0.1204944633815258383514168678511645725060281420963903292467293911416809032399624276385645137290440988190881933754858045229290918866566036072171421889319,1.00048e-12
0.703125,1.10729e1,0.120494463381646378615632259732934012440834904385991510068273364422637881448865261347384739506246441929509578998639206852062001353607920607608078134927,1.00046e-16
0.703125,1.25840e1,0.1204944633816463906694268739471630776147495790713315344399268555067517528102328741573444335132773321883573041684843258308165541999947056806053593061035,1.00223e-20
0.703125,1.39431e1,0.1204944633816463906706343837865461480071107339865917342828137200074086296474694737997384170607698722971613944799241425063218227365271657827369863393078,1.00107e-24
0.703125,1.51872e1,0.1204944633816463906706345043976591005492283021245911126215415265858186123853031396828749219680052309856944260462365856093551142266824450644798656842463,1.00193e-28
0.703125,1.63413e1,0.1204944633816463906706345044097306223139801606254564889785824594879916087638915604341264705828897086388803057627594039827968179979443213768928791144972,1.00139e-32
0.703125,1.74222e1,0.1204944633816463906706345044097318288071864931396104994871971382779931063160947871598171820434135571933620352310970160019593211704085588335468852482449,1.00131e-36
0.703125,1.84420e1,0.1204944633816463906706345044097318289278262306957720938522478375963017832546805895829312226662959913048246739176961228818941040875690348806864313133537,1.00257e-40
0.71875,7.12432e0,0.1180737413054064645219106821448243620806110989731332194960040191878761715463987826233236780986164903235933213550514720530085042281421509766078705005857,1.00024e-8
0.71875,9.14776e0,0.1180737424863091046575524215213265228466062690425930940125157447290607169507373438045175077832323834565553847914559179399488568699149815700830780196806,1.00036e-12
0.71875,1.08373e1,0.1180737424864272092927641035361658304657463188481439869122398810055621082392234365308338033105762796602850677231494121416187887262281745114540353056354,1.00139e-16
0.71875,1.23152e1,0.1180737424864272211154169302293371581036033879086602292140108294581244800287347661814838520593635923765684702954245783798139133524540923165444071616352,1.00174e-20
0.71875,1.36440e1,0.1180737424864272211165996067460173404473324774351962191952481101611181518300127729853935082598939137680824177302571676605633631824625852253455701774639,1.00241e-24
0.71875,1.48611e1,0.1180737424864272211165997250922732544431925983878256127978651654723519410098569762788050970691615050625467708535984666113532595351780638109696019000851,1.00081e-28
0.71875,1.59898e1,0.1180737424864272211165997251040889995555391151676060519910635392528735632200783764232298870156029519912294820351415925100632942397123209441200505631637,1.00083e-32
0.71875,1.70469e1,0.1180737424864272211165997251040901811601864441692414471074554973826324743501777516101487626601601868944374867547670790761664185915747998144117284592148,1.00183e-36
0.71875,1.80445e1,0.1180737424864272211165997251040901812784640716549430595334267417132936617565370209114374606572790622510902401672041523430191726434718593091950975548857,1.00139e-40
0.734375,6.97972e0,0.1156800536317207203255014938260841870572404742123985926270266517286990221553828607502918783274673343580267537579733327243665062408101750807678088023718,1.00103e-8
0.734375,8.95878e0,0.1156800547895952889892408717468844884366005213471168617024443866848442502971960348634023077792336522359761596704182731613836664554123218874799018713122,1.00140e-12
0.734375,1.06117e1,0.115680054789711119306368447589859401867074309322747978857791303909875294228000363057561229641344965406929293440371393680187441404343389499230288219673,1.00178e-16
0.734375,1.20578e1,0.1156800547897111308937730819545914582007765174638377178711775482424499100690225789523162263913050934273739158546501306764850141903906832360511845747096,1.00071e-20
0.734375,1.33580e1,0.1156800547897111308949305866178133293583998747544580873074985403449604568801504539485541504821710354086124057505574870697364351799906855787473548771635,1.00073e-24
0.734375,1.45485e1,0.115680054789711130894930702370946002436164975384129478025912339778999949197371753994610628171703319696716210872833505031964534954539588224649166118507,1.00182e-28
0.734375,1.56529e1,0.1156800547897111308949307023825339241376412185124106730036772660022364702918603666192254042202161830968410495140584031731355073580278255645763926027775,1.00262e-32
0.734375,1.66875e1,0.1156800547897111308949307023825350838486235184504238438983371181625570736689106305688678566987268520318643793522040959159172121996343839547274227674384,1.00181e-36
0.734375,1.76636e1,0.1156800547897111308949307023825350839645011193795602367077465979965387325651242031128946285939607051279969482523118619339808556086574803648806018572232,1.00289e-40
0.75,6.84115e0,0.1133136750538583360305775244039132722201513375532971718305923004291273004663364039079512055372805166108818529115472719539449320536268554887069239590103,1.00127e-8
0.75,8.77799e0,0.1133136761883207648798284135465352288261836967169278846290374378119989590710406072955984946186843561249139197895556597200110920069245714051681434093415,1.00019e-12
0.75,1.03955e1,0.1133136761884340883136979552561164143327596165577357442386144150303299161985926197902942328639547581292075585109969748588349683874733735794523338451874,1.00163e-16
0.75,1.18109e1,0.1133136761884340996623963689165561345772020091968083252264024791456909918922023778727921969730331788692868560735305631334082782626937704165547679192506,1.00139e-20
0.75,1.30837e1,0.1133136761884340996635309712643918887974802427194431297747786526983098628586488618904462065556608717687909446892922959605218166758649178496390218708975,1.00100e-24
0.75,1.42490e1,0.1133136761884340996635310846803806196807059579411607074388983432073443085583814000938023895538637452108935186114128658386848775223437893556099298313959,1.00231e-28
0.75,1.53304e1,0.1133136761884340996635310846917370716113080701934948200605947907531616592138601419236731706432939468762973356801860881668613571712960446874257621330391,1.00100e-32
0.75,1.63431e1,0.1133136761884340996635310846917382057710749168307434986124533485899301119326416954447081024068001341859459383825334601951781968226153538543207890592456,1.00127e-36
0.75,1.72988e1,0.1133136761884340996635310846917382058845211245671879974226388122949653103139089651622877763443743703481779698556657319237496830078931165195404990422606,1.00065e-40
0.765625,6.70823e0,0.1109748650644748318943118239153942305793668708285139030155836791643053612552668345414983420361081741083184903344834353736060265737751586786817471335228,1.00098e-8
0.765625,8.60427e0,0.1109748661752033184111884366260979814949127423331249090720722325674013652878783902813950916326563498987883260261967875456384213486435801805931510229999,1.00017e-12
0.765625,1.01881e1,0.110974866175314301120811721739270414084528929368011534229002877994225813599682181984579003373159343392016273879748085736878915991675150619891680979137,1.00097e-16
0.765625,1.15740e1,0.110974866175314312227965942288685709654880189607043799079863642870417607211027821157434652014956570898254025023760116681011667252988515674266574115676,1.00157e-20
0.765625,1.28205e1,0.1109748661753143122290773244217335429265279435305833141430099333521802148123898359301040734799463970381753887582141933647379980473292261965624676339613,1.00077e-24
0.765625,1.39617e1,0.1109748661753143122290774354709824338500011534722068211237568782225435463785684476492195626460232634366305097199415535965973775965575790936382583149251,1.00230e-28
0.765625,1.50207e1,0.1109748661753143122290774354821043680927529733558116026529812159373715613577106455353576013514500408915793651234754578274366841450485705026533701782729,1.00176e-32
0.765625,1.60128e1,0.1109748661753143122290774354821054796869223353365780524973852561521353539186783459818683050491259727139365656618712853460378489566661991313196304507622,1.00023e-36
0.765625,1.69487e1,0.1109748661753143122290774354821054797979118365837587783057438156852070755238801864832459477232056258865251895169011980794250018368180494287616584069017,1.00113e-40
0.78125,6.58063e0,0.1086638667522017407776451768497290817037841093160999680425880324725265318191388503673511599343753062830381292508257794171688929636632274043738334941754,1.00019e-8
0.78125,8.43719e0,0.1086638678389340032311441443284581327380099307869796707113294731677799144837028120124525419258723154352033941805653190135087830658603921890673654421628,1.00137e-12
0.78125,9.98875e0,0.1086638678390428054583648974515546153498872945439953651747593198562545123164864058650807132081996267412373627169557473884597669312401797538938878544953,1.00182e-16
0.78125,1.13466e1,0.1086638678390428163434257928223043792751619774990251277735009138396385187729969662840542827179552170158376047188618483006541791315433398212075761825383,1.00126e-20
0.78125,1.25678e1,0.1086638678390428163445136943162909460326057837821150761433925416085916113115160725950450998280868651978921294607170204265775313049352826942438914784373,1.00005e-24
0.78125,1.36859e1,0.1086638678390428163445138029749655915591081232752634597727122414338227226671962231402678237046060919323881887563253797228243923790586859396370332673913,1.00181e-28
0.78125,1.47234e1,0.1086638678390428163445138029858505372570418222345009668274324678345545923021837560507304691822619620125703290514514122569513813279289823896331059793635,1.00204e-32
0.78125,1.56953e1,0.1086638678390428163445138029858516260045525463927376298942853596207052919480339026337473230447506405576049842448201554904936908269422137576099523523685,1.00177e-36
0.78125,1.66125e1,0.1086638678390428163445138029858516261133976300068285945231639940137332676784590268457000574588158173999069323240934934832977144446529574627311501272478,1.00114e-40
0.796875,6.45772e0,0.1063809068162817545818768511321587820644712164265198459276395214847037420954331564507617783808440210756324415435904088290496249685485019642358413613423,1.00029e-8
0.796875,8.27696e0,0.1063809078802883667891628203883464352764224853342411802377053588588304897511317905261449829549525192131639747430202788314789983569950886024475714763597,1.00038e-12
0.796875,9.79749e0,0.1063809078803947774330584320198831878334967686484824904694495659302768184445690697589867234947163117928764944826402649636203050093735779021289479953299,1.00019e-16
0.796875,1.11281e1,0.1063809078803947880721400005380335248501330323417998335661052071853151411504585948429313833884092323132530762538602406064155213907315479914243252630103,1.00048e-20
0.796875,1.23248e1,0.1063809078803947880732042151833937719198921650229148687150019500014357391958758739795507625340531079842936525470469588980693301888173986041294544640552,1.00134e-24
0.796875,1.34210e1,0.106380907880394788073204321695966061849431598682462044184135044486081075702766941684176882470388483398428347744436034408400842272735766679620844129114,1.00085e-28
0.796875,1.44378e1,0.1063809078803947880732043217066120914093165155570371594437898613669762875339729869570594488605505215743904507135372145553315943266369517660359658540434,1.00185e-32
0.796875,1.53903e1,0.1063809078803947880732043217066131570831022117812775131701957962047046826385387074158279704167259519514429160129294811951751626411284408853941600764906,1.00284e-36
0.796875,1.62895e1,0.1063809078803947880732043217066131571897747353883200974878074820659699646079428469268895797138940044565974880987342441706220931275660308322080011669217,1.00068e-40
0.8125,6.33924e0,0.1041261956014380291440055393886621096425128000725102878014319674316105708547401363042262484809011125449409172966447550131763323416084297355873234808519,1.00130e-8
0.8125,8.12260e0,0.1041261966439502870383839920621177141236728708565294162714116193421922135429755302458122359680044450102365810749942329792854500360185885444373738525156,1.00064e-12
0.8125,9.61328e0,0.1041261966440544693397191761742664987805935306055116939689578397556612953906323519943078098709597780538423005912624540699278857731469096282656412258483,1.00011e-16
0.8125,1.09177e1,0.1041261966440544797524169918647920135578476885332866015382828500502665083175382030831227294100390884563920379794101293838845860755018154357412820265496,1.00149e-20
0.8125,1.20910e1,0.1041261966440544797534597047201255342032168521776150673575050811587221009378045626711261369276523971939619267500665542926001883633890941155534453767757,1.00217e-24
0.8125,1.31659e1,0.1041261966440544797534598090621247597649113590267045316196210096425926611721613743128088449984539923211304467425890019482793400345868731811691602076839,1.00212e-28
0.8125,1.41632e1,0.1041261966440544797534598090725583736580932230318883233600197930699719124817855013819356002704085385532595342873177323630757710835666005439440391217966,1.00122e-32
0.8125,1.50974e1,0.1041261966440544797534598090725594160822500198457175758277800721247768056681349022230970532598165569068563997306849112123161866265995828662858450399632,1.00041e-36
0.8125,1.59787e1,0.1041261966440544797534598090725594161864082290647641957859189159048589329939337661651966171719810066855369231143583859854132134644475974539652484661424,1.00300e-40
