h,a,T
5.25,9.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,9.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,10,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,10.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,10.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,10.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,11,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,11.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,11.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,11.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,12,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,12.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,12.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,12.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,13,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,13.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,13.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,13.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,14,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,14.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,14.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,14.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,15,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,15.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,15.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,15.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,16,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,16.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,16.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,16.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,17,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,17.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,17.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,17.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,18,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,18.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,18.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,18.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,19,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,19.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,19.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,19.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,20,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,20.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,20.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,20.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,21,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,21.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,21.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,21.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,22,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,22.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,22.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,22.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,23,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,23.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,23.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,23.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,24,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,24.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,24.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,24.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,25.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,25.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,25.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,26,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,26.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,26.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,26.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,27,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,27.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,27.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,27.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,28,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,28.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,28.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,28.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,29,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,29.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,29.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,29.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,30,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,30.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,30.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,30.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,31,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,31.25,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,31.5,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,31.75,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,32,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,64,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,128,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,256,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,512,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,1024,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,2048,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,4096,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,8192,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,16384,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,32768,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.25,65536,3.8024802582443571255730325317233638803851910054183286438580002937929617016e-8
5.375,8.636168555094445E-78,7.3218652767359520524338212717028004823544803319206010454554452235562345771e-85
5.375,1.3817869688151111E-76,1.1714984442777523283894114034724480771767168531072961672728712357689975323e-83
5.375,2.210859150104178E-75,1.8743975108444037254230582455559169234827469649716738676365939772303960517e-82
5.375,3.5373746401666845E-74,2.9990360173510459606768931928894670775723951439546781882185503635686336828e-81
5.375,5.659799424266695E-73,4.7984576277616735370830291086231473241158322303274851011496805817098138924e-80
5.375,9.055679078826712E-72,7.6775322044186776593328465737970357185853315685239761618394889307357022279e-79
5.375,1.448908652612274E-70,1.2284051527069884254932554518075257149736530509638361858943182289177123565e-77
5.375,2.3182538441796384E-69,1.9654482443311814807892087228920411439578448815421378974309091662683397703e-76
5.375,3.7092061506874214E-68,3.1447171909298903692627339566272658303325518104674206358894546660293436325e-75
5.375,5.934729841099874E-67,5.0315475054878245908203743306036253285320828967478730174231274656469498121e-74
5.375,9.495567745759799E-66,8.0504760087805193453125989289658005256513326347965968278770039450351196993e-73
5.375,1.5192908393215678E-64,1.2880761614048830952500158286345280841042132215674554924603206312056191519e-71
5.375,2.4308653429145085E-63,2.060921858247812952400025325815244934566741154507928787936513009928990643e-70
5.375,3.8893845486632136E-62,3.2974749731965007238400405213043918953067858472126860606984208158863850288e-69
5.375,6.223015277861142E-61,5.2759599571144011581440648340870270324908573555402976971174733054182160461e-68
5.375,9.956824444577827E-60,8.4415359313830418530305037345392432519853717688644763153879572886691456738e-67
5.375,1.5930919111324523E-58,1.3506457490212866964848805975262789203176594830183162104620731661870633078e-65
5.375,2.5489470578119236E-57,2.1610331984340587143758089560420462725082551728293059367393170658993012925e-64
5.375,4.078315292499078E-56,3.457653117494493943001294329667274036013208276526889498782907305438882068e-63
5.375,6.525304467998525E-55,5.5322449879911903088020709274676384576211332424430231980526516887022113088e-62
5.375,1.044048714879764E-53,8.8515919807859044940833134839482215321938131879088371168842427019235380941e-61
5.375,1.6704779438076223E-52,1.4162547169257447190533301574317154451510101100654139387014788323077660951e-59
5.375,2.6727647100921956E-51,2.2660075470811915504853282518907447122416161761046623019223661316924257521e-58
5.375,4.276423536147513E-50,3.6256120753299064807765252030251915395865858817674596830757858107078812033e-57
5.375,6.842277657836021E-49,5.8009793205278503692424403248403064633385374108279354929212572971326099253e-56
5.375,1.0947644252537633E-47,9.2815669128445605907879045197444903413416598573246967886740116754121758805e-55
5.375,1.7516230804060213E-46,1.4850507060551296945260647231591184546146655771719514861878418680659481409e-53
5.375,2.802596928649634E-45,2.3760811296882075112417035570545895273834649234751223779005469889055170254e-52
5.375,4.484155085839415E-44,3.8017298075011320179867256912873432438135438775601958046408751822488272407e-51
5.375,7.174648137343064E-43,6.0827676920018112287787611060597491901016702040963132874254002915981235851e-50
5.375,1.1479437019748901E-41,9.7324283072028979660460177696955987041626723265541012598806404665569977361e-49
5.375,1.8367099231598242E-40,1.5571885291524636745673628431512957926660275722486562015809024746491196378e-47
5.375,2.938735877055719E-39,2.4915016466439418793077805490420732682656441155978499225294439594385914204e-46
5.375,4.70197740328915E-38,3.9864026346303070068924488784673172292250305849565598760471103351017462727e-45
5.375,7.52316384526264E-37,6.3782442154084912110279182055477075667600489359304958016753765361627940177e-44
5.375,1.2037062152420224E-35,1.0205190744653585937644669128876332106816078297488793282680602457860462845e-42
5.375,1.925929944387236E-34,1.6328305191445737500231470606202131370905725275982069252288963932573634579e-41
5.375,3.0814879110195774E-33,2.6125288306313180000370352969923410193449160441571310803662342290845608597e-40
5.375,4.930380657631324E-32,4.1800461290101088000592564751877456309518656706514097285859747144257097401e-39
5.375,7.888609052210118E-31,6.6880738064161740800948103603003930095229850730422555657375381989940401029e-38
5.375,1.262177448353619E-29,1.0700918090265878528151696576480628815236776116867608905171318580316155033e-36
5.375,2.0194839173657902E-28,1.7121468944425405645042714522369006104378841786988174244693166133268827817e-35
5.375,3.2311742677852644E-27,2.7394350311080649032068343235790409767006146859181077324754569204146635743e-34
5.375,5.169878828456423E-26,4.3830960497729038451309349177264655627209834974689122936965499646037619513e-33
5.375,8.271806125530277E-25,7.0129536796366461522094958683623449003535735959256516129058980821129942921e-32
5.375,1.3234889800848443E-23,1.1220725887418633843535193389379751840565717743401582429934306562141820535e-30
5.375,2.117582368135751E-22,1.7953161419869814149656309423007602944905144260895654154977491259144664877e-29
5.375,3.3881317890172014E-21,2.872505827179170263945009507681216471184653976463192724499725719502269123e-28
5.375,5.421010862427522E-20,4.5960093234866724223120152122899463538261808396072576136823487000283060299e-27
5.375,8.673617379884035E-19,7.3536149175786758756992243396639141377507312315863468180415379186323471019e-26
5.375,1.3877787807814457E-17,1.1765783868125881401118758943462250999574807383293461875816348091080902275e-24
5.375,2.220446049250313E-16,1.8825254189001410241790014309534841708841576077843272663980045789528761798e-23
5.375,3.552713678800501E-15,3.0120406702402256386864022893306095594310316493950544493707443646809162028e-22
5.375,5.684341886080802E-14,4.8192650723843610218982435830712646073986843937096734752729377214259067255e-21
5.375,9.094947017729282E-13,7.7108241158149776350371570231957256936181209460007431337178773813990788644e-20
5.375,1.4551915228366852E-11,1.2337318585303964216046053336498432110969541934880971553600955838977661814e-18
5.375,2.3283064365386963E-10,1.9739709736486342740185905246604493462488120072546139110116037411578095854e-17
5.375,3.725290298461914E-09,3.1583535578378146136502722796155388676063253876729331313031250239781680957e-16
5.375,5.960464477539063E-08,5.0533656925404113121684751379594643702763778069111235418298070265407157939e-15
5.375,9.5367431640625E-07,8.0853851080269463618346951497489579018984880845226176324494383265406378659e-14
5.375,1.52587890625E-05,1.2936616157396386460428967541996018235222053902708363817087348626987403159e-12
5.375,0.000244140625,2.0698579524856299542848901374103355431684688363489590837327252237159364838e-11
5.375,0.00390625,3.3115135893598431796884695033784337834494917151131132208157319459206523835e-10
5.375,0.0625,5.1941817841821980719467452596178354808863725041315084530624947967817689705e-9
5.375,1,1.9145669797508741958739097311283103048711645100769822617082156061312327857e-8
5.375,1.25,1.9145670530484299011348885351341869760781394597772609097787569423760361237e-8
5.375,1.5,1.9145670530622137637864439449916355568362701806472262702363017471562326177e-8
5.375,1.75,1.9145670530622142092980757802469833448782968007013793414230120898205382335e-8
5.375,2,1.9145670530622142093005369231041398561372561389855331289253121589527772492e-8
5.375,2.25,1.9145670530622142093005369254158889986010936827486646970622248326911269552e-8
5.375,2.5,1.9145670530622142093005369254158893660961790887565098052350213733116343854e-8
5.375,2.75,1.914567053062214209300536925415889366096188936317791573525606697089781933e-8
5.375,3,1.9145670530622142093005369254158893660961889363178359036940819317667749205e-8
5.375,3.25,1.9145670530622142093005369254158893660961889363178359036941153610924147018e-8
5.375,3.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,3.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,4,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,4.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,4.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,4.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,5.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,5.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,5.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,6,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,6.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,6.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,6.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,7,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,7.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,7.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,7.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,8,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,8.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,8.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,8.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,9,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,9.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,9.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,9.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,10,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,10.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,10.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,10.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,11,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,11.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,11.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,11.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,12,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,12.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,12.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,12.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,13,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,13.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,13.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,13.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,14,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,14.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,14.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,14.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,15,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,15.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,15.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,15.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,16,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,16.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,16.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,16.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,17,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,17.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,17.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,17.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,18,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,18.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,18.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,18.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,19,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,19.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,19.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,19.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,20,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,20.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,20.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,20.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,21,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,21.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,21.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,21.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,22,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,22.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,22.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,22.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,23,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,23.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,23.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,23.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,24,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,24.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,24.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,24.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,25.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,25.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,25.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,26,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,26.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,26.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,26.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,27,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,27.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,27.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,27.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,28,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,28.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,28.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,28.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,29,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,29.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,29.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,29.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,30,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,30.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,30.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,30.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,31,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,31.25,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,31.5,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,31.75,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,32,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,64,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,128,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,256,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,512,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,1024,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,2048,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,4096,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,8192,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,16384,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,32768,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.375,65536,1.9145670530622142093005369254158893660961889363178359036941153610924189147e-8
5.5,8.636168555094445E-78,3.7105407278235831801759518401374433056289973910805852687482645888615891748e-85
5.5,1.3817869688151111E-76,5.9368651645177330882815229442199092890063958257289364299972233421785426797e-84
5.5,2.210859150104178E-75,9.4989842632283729412504367107518548624102333211662982879955573474856682876e-83
5.5,3.5373746401666845E-74,1.519837482116539670600069873720296777985637331386607726079289175597706926e-81
5.5,5.659799424266695E-73,2.4317399713864634729601117979524748447770197302185723617268626809563310816e-80
5.5,9.055679078826712E-72,3.8907839542183415567361788767239597516432315683497157787629802895301297306e-79
5.5,1.448908652612274E-70,6.225254326749346490777886202758335602629170509359545246020768463248207569e-78
5.5,2.3182538441796384E-69,9.9604069227989543852446179244133369642066728149752723936332295411971321103e-77
5.5,3.7092061506874214E-68,1.5936651076478327016391388679061339142730676503960435829813167265915411377e-75
5.5,5.934729841099874E-67,2.5498641722365323226226221886498142628369082406336697327701067625464658202e-74
5.5,9.495567745759799E-66,4.0797826755784517161961955018397028205390531850138715724321708200743453124e-73
5.5,1.5192908393215678E-64,6.5276522809255227459139128029435245128624850960221945158914733121189524998e-72
5.5,2.4308653429145085E-63,1.0444243649480836393462260484709639220579976153635511225426357299390324e-70
5.5,3.8893845486632136E-62,1.67107898391693382295396167755354227529279618458168179606821716790245184e-69
5.5,6.223015277861142E-61,2.6737263742670941167263386840856676404684738953306908737091474686439229439e-68
5.5,9.956824444577827E-60,4.2779621988273505867621418945370682247495582325291053979346359498302767103e-67
5.5,1.5930919111324523E-58,6.8447395181237609388194270312593091595992931720465686366954175197284427365e-66
5.5,2.5489470578119236E-57,1.0951583228998017502111083250014894655358869075274509818712668031565508378e-64
5.5,4.078315292499078E-56,1.7522533166396828003377733200023831448574190520439215709940268850504813405e-63
5.5,6.525304467998525E-55,2.8036053066234924805404373120038130317718704832702745135904430160807701449e-62
5.5,1.044048714879764E-53,4.4857684905975879688646996992061008508349927732324392217447088257292322318e-61
5.5,1.6704779438076223E-52,7.1772295849561407501835195187297613613359884371719027547915341211667715708e-60
5.5,2.6727647100921956E-51,1.1483567335929825200293631229967618178137581499475044407666454593866834513e-58
5.5,4.276423536147513E-50,1.8373707737487720320469809967948189085020130399160071052266327350186935221e-57
5.5,6.842277657836021E-49,2.9397932379980352512751695948717102536032208638656113683626123760299096354e-56
5.5,1.0947644252537633E-47,4.7036691807968564020402713517947364057651533821849781893801798016478554167e-55
5.5,1.7516230804060213E-46,7.5258706892749702432644341628715782492242454114959651030082876826365686666e-54
5.5,2.802596928649634E-45,1.2041393102839952389223094660594525198758792658393544164813260292218509867e-52
5.5,4.484155085839415E-44,1.9266228964543923822756951456951240318014068253429670663701216467549615787e-51
5.5,7.174648137343064E-43,3.0825966343270278116411122331121984508822509205487473061921946348079385259e-50
5.5,1.1479437019748901E-41,4.9321546149232444986257795729795175214116014728779956899075114156927016414e-49
5.5,1.8367099231598242E-40,7.8914473838771911978012473167672280342585623566047931038520182651083226262e-48
5.5,2.938735877055719E-39,1.2626315814203505916481995706827564854813699770567668966163229224173316202e-46
5.5,4.70197740328915E-38,2.0202105302725609466371193130924103767701919632908270345861166758677305923e-45
5.5,7.52316384526264E-37,3.2323368484360975146193909009478566028323071412653232553377866813883689379e-44
5.5,1.2037062152420224E-35,5.1717389574977560233910254415165705645316914260245172085404586902213862886e-43
5.5,1.925929944387236E-34,8.2747823319964096374256407064265129032507062816392275336647339043525747641e-42
5.5,3.0814879110195774E-33,1.3239651731194255419881025130282420645201130050622764053863574246291024906e-40
5.5,4.930380657631324E-32,2.1183442769910808671809640208451873032321808080996422486181718518366044043e-39
5.5,7.888609052210118E-31,3.3893508431857293874895424333522996851714892929594275977890636702831228004e-38
5.5,1.262177448353619E-29,5.42296134909716701998326789336367949627438286873508415645787640078303311e-37
