h,a,T
4.375,8.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,8.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,8.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,9,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,9.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,9.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,9.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,10,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,10.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,10.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,10.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,11,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,11.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,11.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,11.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,12,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,12.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,12.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,12.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,13,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,13.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,13.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,13.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,14,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,14.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,14.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,14.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,15,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,15.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,15.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,15.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,16,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,16.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,16.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,16.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,17,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,17.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,17.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,17.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,18,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,18.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,18.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,18.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,19,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,19.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,19.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,19.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,20,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,20.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,20.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,20.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,21,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,21.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,21.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,21.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,22,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,22.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,22.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,22.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,23,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,23.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,23.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,23.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,24,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,24.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,24.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,24.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,25.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,25.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,25.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,26,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,26.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,26.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,26.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,27,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,27.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,27.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,27.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,28,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,28.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,28.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,28.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,29,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,29.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,29.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,29.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,30,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,30.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,30.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,30.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,31,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,31.25,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,31.5,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,31.75,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,32,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,64,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,128,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,256,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,512,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,1024,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,2048,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,4096,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,8192,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,16384,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,32768,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.375,65536,3.0358119556652994545188460356783302477240004046990652040876510660864700899e-6
4.5,8.636168555094445E-78,5.5069307139507183918503644519856829097178182522611064030060930759837808415e-83
4.5,1.3817869688151111E-76,8.8110891423211494269605831231770926555485092036177702448097489215740493464e-82
4.5,2.210859150104178E-75,1.4097742627713839083136932997083348248877614725788432391695598274518478954e-80
4.5,3.5373746401666845E-74,2.2556388204342142533019092795333357198204183561261491826712957239229566327e-79
4.5,5.659799424266695E-73,3.6090221126947428052830548472533371517126693698018386922740731582767306123e-78
4.5,9.055679078826712E-72,5.7744353803115884884528877556053394427402709916829419076385170532427689796e-77
4.5,1.448908652612274E-70,9.2390966084985415815246204089685431083844335866927070522216272851884303674e-76
4.5,2.3182538441796384E-69,1.4782554573597666530439392654349668973415093738708331283554603656301488588e-74
4.5,3.7092061506874214E-68,2.3652087317756266448703028246959470357464149981933330053687365850082381741e-73
4.5,5.934729841099874E-67,3.7843339708410026317924845195135152571942639971093328085899785360131810785e-72
4.5,9.495567745759799E-66,6.0549343533456042108679752312216244115108223953749324937439656576210897256e-71
4.5,1.5192908393215678E-64,9.6878949653529667373887603699545990584173158325998919899903450521937435609e-70
4.5,2.4308653429145085E-63,1.5500631944564746779822016591927358493467705332159827183984552083509989698e-68
4.5,3.8893845486632136E-62,2.4801011111303594847715226547083773589548328531455723494375283333615983516e-67
4.5,6.223015277861142E-61,3.9681617778085751756344362475334037743277325650329157591000453333785573626e-66
4.5,9.956824444577827E-60,6.3490588444937202810150979960534460389243721040526652145600725334056917801e-65
4.5,1.5930919111324523E-58,1.0158494151189952449624156793685513662278995366484264343296116053449106848e-63
4.5,2.5489470578119236E-57,1.6253590641903923919398650869896821859646392586374822949273785685518570957e-62
4.5,4.078315292499078E-56,2.6005745027046278271037841391834914975434228138199716718838057096829713531e-61
4.5,6.525304467998525E-55,4.160919204327404523366054622693586396069476502111954675014089135492754165e-60
4.5,1.044048714879764E-53,6.657470726923847237385687396309738233711162403379127480022542616788406664e-59
4.5,1.6704779438076223E-52,1.0651953163078155579817099834095581173937859845406603968036068186861450662e-57
4.5,2.6727647100921956E-51,1.704312506092504892770735973455292987830057575265056634885770909897832106e-56
4.5,4.276423536147513E-50,2.7269000097480078284331775575284687805280921204240906158172334558365313696e-55
4.5,6.842277657836021E-49,4.3630400155968125254930840920455500488449473926785449853075735293384501913e-54
4.5,1.0947644252537633E-47,6.9808640249549000407889345472728800781519158282856719764921176469415203061e-53
4.5,1.7516230804060213E-46,1.116938243992784006526229527563660812504306532525707516238738823510643249e-51
4.5,2.802596928649634E-45,1.7871011903884544104419672441018573000068904520411320259819821176170291984e-50
4.5,4.484155085839415E-44,2.8593619046215270567071475905629716800110247232658112415711713881872467174e-49
4.5,7.174648137343064E-43,4.5749790473944432907314361449007546880176395572252979865138742210995947478e-48
4.5,1.1479437019748901E-41,7.3199664758311092651702978318412075008282232915604767784221987537593515965e-47
4.5,1.8367099231598242E-40,1.1711946361329774824272476530945932001325157266496762845475518006014962554e-45
4.5,2.938735877055719E-39,1.8739114178127639718835962449513491202120251626394820552760828809623940087e-44
4.5,4.70197740328915E-38,2.9982582685004223550137539919221585923392402602231712884417326095398304139e-43
4.5,7.52316384526264E-37,4.7972132296006757680220063870754537477427844163570740615067721752637286522e-42
4.5,1.2037062152420224E-35,7.6755411673610812288352102193207259963884550661713184984108354804219617356e-41
4.5,1.925929944387236E-34,1.2280865867777729966136336350913161594221528105874109597457336768673456146e-39
4.5,3.0814879110195774E-33,1.9649385388444367945818138161461058550754444969398575355931738829188324091e-38
4.5,4.930380657631324E-32,3.1439016621510988713309021058337693681207111951037720569490781844402646456e-37
4.5,7.888609052210118E-31,5.0302426594417581941294433693340309889931379121660352911185135321508146546e-36
4.5,1.262177448353619E-29,8.0483882551068131106071093909344495823890206594656564657848854656431478378e-35
4.5,2.0194839173657902E-28,1.2877421208170900976971375025495119331822433055145050343315875042104498852e-33
4.5,3.2311742677852644E-27,2.0603873933073441563154200040792190930915892888232079754705278549476561064e-32
4.5,5.169878828456423E-26,3.2966198292917506501046720065267505489465428621171002139318671951157541859e-31
4.5,8.271806125530277E-25,5.2745917268668010401674752104428008783144685793740291644186556131022153352e-30
4.5,1.3234889800848443E-23,8.4393467629868816642679603367084814053031497215379962065627031165702825524e-29
4.5,2.117582368135751E-22,1.3502954820779010662828736538733570248485037317860286945173378931032343481e-27
4.5,3.3881317890172014E-21,2.1604727713246417060525978461973712397575143597008797922360301964999265737e-26
4.5,5.421010862427522E-20,3.4567564341194267296841565539157939835744990457100053285730551766341447685e-25
4.5,8.673617379884035E-19,5.5308102945910827674946504862652703583493968223856104694355390537684494977e-24
4.5,1.3877787807814457E-17,8.8492964713457324279914407780244262778882787684539328982562183506373971707e-23
4.5,2.220446049250313E-16,1.4158874354153171884786305244836503419799528069623530513682111932144978856e-21
4.5,3.552713678800501E-15,2.2654198966645075015658088390682200744703568535226283024934019838484846948e-20
4.5,5.684341886080802E-14,3.6246718346632120025052940992470065022288665976570627109192702259077735506e-19
4.5,9.094947017729282E-13,5.7994749354611392040084528386203657116168774320438172792589852285690945105e-18
4.5,1.4551915228366852E-11,9.2791598967378227264062663581761993161499917869240990799178377039113229509e-17
4.5,2.3283064365386963E-10,1.484665583478051635927707416381028603618205166346048479322955497405445376e-15
4.5,3.725290298461914E-09,2.3754649335648824957122175664435691102176680957272774772258958778048818948e-14
4.5,5.960464477539063E-08,3.8007438937037621152815309227208926667082779240682497244882601831575393682e-13
4.5,9.5367431640625E-07,6.0811902299055894138066735923998552348667487793782453317828015699687999893e-12
4.5,1.52587890625E-05,9.729904359480827092955146434495438020763476393798217960618305026524786937e-11
4.5,0.000244140625,1.5567843547589709739691291581749847498240167669447837480454102245376227986e-9
4.5,0.00390625,2.4907145811604591050599021748408967731263335582585946007965120342014491307e-8
4.5,0.0625,3.9283888679725758993651394258872261882241062797805589375577620285879569592e-7
4.5,1,1.6988307902736989443774306188513027603109758398921265070092960127342737299e-6
4.5,1.25,1.6988365499574632845190375756714312108193876691689024523433422846998755057e-6
4.5,1.5,1.6988365623571786064267812305843986765532932666668293001520185578680353851e-6
4.5,1.75,1.6988365623650287453205949187568650353587219463937224986756716734839769974e-6
4.5,2,1.6988365623650302007650584013532402653974484532640502786008498693283373454e-6
4.5,2.25,1.6988365623650302008437233613101853737796937626723196405311134101585706363e-6
4.5,2.5,1.698836562365030200843724595430163342859986381597213421138216121667236219e-6
4.5,2.75,1.6988365623650302008437245954357617487329049006892278035698620264321300762e-6
4.5,3,1.6988365623650302008437245954357617560523797929906518630378735614075131163e-6
4.5,3.25,1.6988365623650302008437245954357617560523825434240278122153472692325417152e-6
4.5,3.5,1.6988365623650302008437245954357617560523825434243241692678094187308008867e-6
4.5,3.75,1.6988365623650302008437245954357617560523825434243241692769478021544883506e-6
4.5,4,1.6988365623650302008437245954357617560523825434243241692769478022349970619e-6
4.5,4.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,4.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,4.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,5.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,5.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,5.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,6,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,6.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,6.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,6.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,7,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,7.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,7.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,7.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,8,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,8.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,8.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,8.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,9,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,9.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,9.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,9.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,10,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,10.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,10.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,10.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,11,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,11.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,11.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,11.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,12,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,12.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,12.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,12.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,13,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,13.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,13.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,13.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,14,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,14.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,14.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,14.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,15,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,15.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,15.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,15.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,16,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,16.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,16.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,16.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,17,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,17.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,17.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,17.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,18,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,18.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,18.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,18.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,19,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,19.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,19.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,19.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,20,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,20.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,20.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,20.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,21,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,21.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,21.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,21.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,22,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,22.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,22.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,22.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,23,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,23.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,23.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,23.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,24,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,24.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,24.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,24.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,25.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,25.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,25.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,26,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,26.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,26.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,26.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,27,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,27.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,27.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,27.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,28,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,28.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,28.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,28.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,29,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,29.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,29.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,29.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,30,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,30.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,30.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,30.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,31,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,31.25,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,31.5,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,31.75,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,32,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,64,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,128,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,256,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,512,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,1024,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,2048,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,4096,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,8192,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,16384,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,32768,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.5,65536,1.6988365623650302008437245954357617560523825434243241692769478022349970621e-6
4.625,8.636168555094445E-78,3.1133363382550179864377270749108090158381477556913536425897520446341255191e-83
4.625,1.3817869688151111E-76,4.9813381412080287783003633198572944253410364091061658281436032714146008305e-82
4.625,2.210859150104178E-75,7.9701410259328460452805813117716710805456582545698653250297652342633613288e-81
4.625,3.5373746401666845E-74,1.2752225641492553672448930098834673728873053207311784520047624374821378126e-79
4.625,5.659799424266695E-73,2.0403561026388085875918288158135477966196885131698855232076198999714205002e-78
4.625,9.055679078826712E-72,3.2645697642220937401469261053016764745915016210718168371321918399542728003e-77
4.625,1.448908652612274E-70,5.2233116227553499842350817684826823593464025937149069394115069439268364804e-76
4.625,2.3182538441796384E-69,8.3572985964085599747761308295722917749542441499438511030584111102829383687e-75
4.625,3.7092061506874214E-68,1.337167775425369595964180932731566683992679063991016176489345777645270139e-73
4.625,5.934729841099874E-67,2.1394684406805913535426894923705066943882865023856258823829532442324322224e-72
4.625,9.495567745759799E-66,3.4231495050889461656683031877928107110212584038170014118127251907718915558e-71
4.625,1.5192908393215678E-64,5.4770392081423138650692851004684971376340134461072022589003603052350264893e-70
4.625,2.4308653429145085E-63,8.7632627330277021841108561607495954202144215137715236142405764883760423829e-69
4.625,3.8893845486632136E-62,1.4021220372844323494577369857199352672343074422034437782784922381401667813e-67
4.625,6.223015277861142E-61,2.24339525965509175913237917715189642757489190752551004524558758102426685e-66
4.625,9.956824444577827E-60,3.58943241544814681461180668344303428411982705204081607239294012963882696e-65
4.625,1.5930919111324523E-58,5.7430918647170349033788906935088548545917232832653057158287042074221231361e-64
4.625,2.5489470578119236E-57,9.1889469835472558454062251096141677673467572532244891453259267318753970177e-63
4.625,4.078315292499078E-56,1.4702315173675609352649960175382668427754811605159182632521482771000635228e-61
4.625,6.525304467998525E-55,2.3523704277880974964239936280612269484407698568254692212034372433601016365e-60
4.625,1.044048714879764E-53,3.7637926844609559942783898048979631175052317709207507539254995893761626184e-59
4.625,1.6704779438076223E-52,6.0220682951375295908454236878367409880083708334732012062807993430018601895e-58
4.625,2.6727647100921956E-51,9.6353092722200473453526779005387855808133933335571219300492789488029763032e-57
4.625,4.276423536147513E-50,1.5416494835552075752564284640862056929301429333691395088078846318084762085e-55
4.625,6.842277657836021E-49,2.4666391736883321204102855425379291086882286933906232140926154108935619336e-54
4.625,1.0947644252537633E-47,3.9466226779013313926564568680606865739011659094249971425481846574296990938e-53
4.625,1.7516230804060213E-46,6.3145962846421302282503309888970985182418654550799954280770954518875185501e-52
4.625,2.802596928649634E-45,1.010335405542740836520052958223535762918698472812799268492335272302002968e-50
4.625,4.484155085839415E-44,1.6165366488683853384320847331576572206699175565004788295877364356832047488e-49
4.625,7.174648137343064E-43,2.5864586381894165414913355730522515530718680904007661273403782970931275981e-48
4.625,1.1479437019748901E-41,4.138333821103066466386136916883602484914988944641225803744605275349004157e-47
4.625,1.8367099231598242E-40,6.6213341137649063462178190670137639758639823114259612859913684405584066512e-46
4.625,2.938735877055719E-39,1.0594134582023850153948510507222022361382371698281538057586189504893450642e-44
4.625,4.70197740328915E-38,1.6950615331238160246317616811555235778211794717250460892137903207829521027e-43
4.625,7.52316384526264E-37,2.7120984529981056394108186898488377245138871547600737427420645132527233583e-42
4.625,1.2037062152420224E-35,4.3393575247969690230573099037581403592222194476161179883873032212043549318e-41
4.625,1.925929944387236E-34,6.9429720396751504368916958460130245747555511161857887814196851539259678514e-40
